<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.12.05	98669.70	104624.30	90957.60	97001.50	150248	0	0
2024.12.06	97001.50	101984.90	96431.20	99911.44	104086	0	0
2024.12.07	99913.36	100640.10	99015.47	99972.96	273206	0	0
2024.12.08	99973.70	101457.80	98740.67	101200.00	259816	0	0
2024.12.09	101200.00	101299.90	94082.30	97349.10	127230	0	0
2024.12.10	97349.10	98310.70	94265.50	96602.30	148377	0	0
2024.12.11	96602.30	102007.57	95650.00	101107.00	87890	0	10
2024.12.12	101115.20	102538.30	99280.20	99982.30	83652	0	0
2024.12.13	99982.30	101868.80	99159.70	101431.10	61145	0	10
2024.12.14	101430.01	102715.65	100570.53	101411.52	251557	0	0
2024.12.15	101411.52	105338.80	101234.61	104460.40	226335	0	0
2024.12.16	104460.40	107774.80	103271.70	106023.20	81532	0	10
2024.12.17	106023.20	108345.90	105270.90	106074.50	71342	0	10
2024.12.18	106074.50	106475.20	99984.50	100172.30	119072	0	10
2024.12.19	100181.10	102756.60	95682.00	97434.30	163078	0	10
2024.12.20	97434.30	98234.80	92277.90	97764.80	205020	0	0
2024.12.21	97764.05	99535.56	96356.30	97248.18	408857	0	0
2024.12.22	97251.46	97397.72	94200.10	95153.40	373875	0	0
2024.12.23	95153.40	96498.90	92470.50	94861.00	126284	0	10
2024.12.24	94861.00	99438.50	93525.60	98627.90	72151	0	10
2024.12.25	98627.90	99547.90	97580.30	99379.60	54610	0	10
2024.12.26	99379.60	99949.80	95153.10	95750.90	78218	0	10
2024.12.27	95750.90	97507.30	93461.30	94151.36	94789	0	10
2024.12.28	94147.21	95555.89	93995.72	95109.95	263917	0	0
2024.12.29	95109.95	95168.10	92959.83	93699.90	239432	0	0
2024.12.30	93699.90	95018.40	91510.00	92759.30	95650	0	10
2024.12.31	92759.30	96236.30	92000.00	93548.70	76425	0	10
2025.01.01	93548.70	95161.10	92854.40	94580.90	33821	0	0
2025.01.02	94580.90	97813.70	94361.60	96967.50	73408	0	10
2025.01.03	96967.50	98948.90	96061.50	98115.50	54484	0	0
2025.01.04	98107.02	98740.47	97494.31	98186.93	252485	0	0
2025.01.05	98186.93	98824.00	97215.51	98340.20	218491	0	0
2025.01.06	98340.20	102443.90	97875.20	102180.40	66598	0	10
2025.01.07	102180.40	102682.20	96165.00	96920.20	115862	0	10
2025.01.08	96920.20	97242.10	92500.00	95024.70	109252	0	10
2025.01.09	95024.70	95358.60	91133.50	92505.90	107539	0	10
2025.01.10	92505.90	95822.00	92173.60	94714.11	118918	0	10
2025.01.11	94716.86	94971.78	93798.79	94556.47	274728	0	0
2025.01.12	94556.47	95421.26	93657.09	94499.90	236397	0	0
2025.01.13	94499.90	95915.40	89001.00	94485.30	152317	0	10
2025.01.14	94485.30	97351.90	94306.30	96514.90	89374	0	10
2025.01.15	96514.90	100658.80	96450.20	100460.00	82682	0	10
2025.01.16	100460.00	100849.90	97294.00	99937.40	87639	0	10
2025.01.17	99937.40	105783.90	99902.00	104129.72	86204	0	0
2025.01.18	104127.28	104978.89	102215.27	104460.75	339912	0	0
2025.01.19	104460.75	106385.73	99600.00	101308.00	350387	0	0
2025.01.20	101311.50	109983.40	99501.00	102247.60	245449	0	10
2025.01.21	102247.60	107229.90	100097.20	106114.40	152338	0	10
2025.01.22	106114.40	106387.50	103275.30	103664.90	77082	0	0
2025.01.23	103664.90	106837.50	101211.00	103864.00	139750	0	10
2025.01.24	103864.00	107068.00	102680.00	104875.80	81877	0	10
2025.01.25	104875.80	105342.53	104139.62	104743.16	176799	0	0
2025.01.26	104742.16	105544.98	102455.40	102560.00	176204	0	0
2025.01.27	102550.30	103216.40	97697.50	102021.20	168604	0	10
2025.01.28	102021.20	103768.90	100191.59	101279.60	85524	0	10
2025.01.29	101279.60	104754.90	101269.70	103698.10	85829	0	10
2025.01.30	103698.10	106416.50	103229.10	104676.90	57432	0	10
2025.01.31	104676.90	105999.90	101509.00	102429.25	68022	0	0
2025.02.01	102428.38	102787.51	100263.47	100580.81	298232	0	0
2025.02.02	100580.81	101436.46	96052.00	97664.40	423084	0	0
2025.02.03	97664.40	102450.00	91157.70	101293.60	221244	0	10
2025.02.04	101293.60	101670.50	96209.90	97709.90	150489	0	0
2025.02.05	97709.90	99109.60	96106.10	96553.20	94400	0	10
2025.02.06	96553.20	99092.90	95663.81	96563.67	257243	0	0
2025.02.07	96568.47	100218.15	95645.49	95949.10	402651	0	0
2025.02.09	95120.90	96597.50	94718.40	96485.49	29902	0	0
2025.02.10	96485.37	98383.98	95227.15	97455.64	240501	0	0
2025.02.11	97455.39	98540.94	94812.44	95771.43	247997	0	0
2025.02.12	95765.54	98165.53	94030.59	97889.74	342021	0	0
2025.02.13	97900.11	98105.57	95237.85	96619.62	434494	0	0
2025.02.14	96621.57	98895.35	96296.29	97398.00	357187	0	0
2025.02.16	97133.70	97208.40	96065.39	96133.10	18428	0	10
2025.02.17	96132.18	97054.89	95184.26	95807.45	270829	0	0
2025.02.18	95808.43	96768.19	93293.65	95613.65	361975	0	0
2025.02.19	95613.41	96851.44	94963.66	96596.73	258455	0	0
2025.02.20	96596.73	98660.83	96365.13	98251.63	102837	0	244
2025.02.21	98251.63	99430.23	94836.13	96126.73	122973	0	244
2025.02.22	96126.73	96969.53	95724.49	96502.13	67885	0	244
2025.02.23	96502.13	96601.63	95191.93	96217.13	64720	0	244
2025.02.24	96217.13	96468.73	91298.83	91513.33	148796	0	244
2025.02.25	91513.33	92498.73	86019.23	88637.83	288822	0	244
2025.02.26	88637.83	89365.83	82220.83	84207.33	221569	0	244
2025.02.27	84207.33	87057.43	82666.19	84666.93	223973	0	244
2025.02.28	84666.93	85097.74	78207.58	84290.76	344297	0	13
2025.03.01	84290.43	86522.02	83763.92	86017.98	226248	0	1
2025.03.02	86017.98	95054.80	84986.90	94237.88	247394	0	1
2025.03.03	94232.99	94410.57	85051.05	86183.25	180768	0	1312
2025.03.04	86186.75	88909.36	81421.18	87239.36	126998	0	1312
2025.03.05	87238.35	90962.96	86323.96	90559.49	87294	0	1312
2025.03.06	90554.97	92773.69	87784.96	89876.75	88137	0	1312
2025.03.07	89881.27	91251.08	84597.97	86747.16	115781	0	1312
2025.03.08	86742.07	86853.85	85101.47	86130.88	34666	0	1312
2025.03.09	86142.15	86463.98	80137.55	80312.58	59411	0	1312
2025.03.10	80315.75	83984.78	77408.15	79453.69	117023	0	1312
2025.03.11	79460.85	83573.17	76567.08	83090.19	100117	0	1312
2025.03.12	83088.46	84446.06	80573.58	83604.59	78891	0	1312
2025.03.13	83607.08	84297.89	79897.37	81339.46	64693	0	1312
2025.03.14	81338.39	85263.56	80773.45	84384.16	48961	0	1312
2025.03.15	84385.85	84618.37	83573.46	84334.07	17920	0	1312
2025.03.16	84333.38	85113.57	82030.45	82043.48	37012	0	1312
2025.03.17	82046.28	84703.29	81931.26	84005.29	46908	0	1312
2025.03.18	84009.56	84090.75	81107.47	82344.17	44142	0	1312
2025.03.19	82349.45	86453.89	82349.45	86103.79	49114	0	1312
2025.03.20	86112.59	87418.18	83607.05	84093.37	46022	0	1312
2025.03.21	84095.28	84801.79	83118.47	84123.05	32180	0	1312
2025.03.22	84122.25	84502.37	83778.27	83912.58	7932	0	1312
2025.03.23	83911.56	85647.59	83590.79	85326.68	11310	0	1312
2025.03.24	85334.25	88732.78	85334.25	87404.85	33817	0	1312
2025.03.25	87399.07	88493.37	86262.85	87406.07	33657	0	1312
2025.03.26	87410.88	88243.49	85809.77	86789.45	31523	0	1312
2025.03.27	86795.49	87715.28	85743.59	87294.39	28730	0	1312
2025.03.28	87298.07	87463.37	83529.99	84436.88	42747	0	1312
2025.03.29	84432.66	84582.99	81602.95	82349.08	28736	0	1312
2025.03.30	82344.48	83483.06	81995.46	82196.59	21239	0	1312
2025.03.31	82192.66	83879.16	81223.88	82522.27	60587	0	1
2025.04.01	82517.67	85453.79	82215.06	85169.86	43990	0	6
2025.04.02	85179.38	88493.38	82630.47	82777.65	62659	0	1312
2025.04.03	82776.68	83882.59	81174.67	82694.27	55617	0	1312
2025.04.04	82697.06	84671.69	81624.78	84018.39	60416	0	1312
2025.04.05	84018.45	84237.87	82328.15	83143.76	18564	0	1312
2025.04.06	83137.77	83755.97	77758.15	78032.17	48815	0	1312
2025.04.07	78030.45	81175.65	74461.48	79915.18	117126	0	1312
2025.04.08	79909.77	80821.06	76196.77	76689.16	72397	0	1312
2025.04.09	76682.58	83546.89	74581.46	83012.89	91494	0	1312
2025.04.10	83019.27	83123.39	78419.39	79645.78	59829	0	1312
2025.04.11	79641.97	84258.26	78929.08	83374.28	57707	0	1312
2025.04.12	83369.66	85872.69	82751.45	85286.99	32856	0	1312
2025.04.13	85291.89	86090.15	82987.77	83287.58	43177	0	1312
2025.04.14	83293.15	85748.39	83116.56	84449.69	54787	0	1312
2025.04.15	84450.57	86451.65	83698.02	83833.25	175620	0	2
2025.04.16	83833.63	85483.01	83099.73	84461.29	268902	0	250
2025.04.17	84461.05	85434.88	83693.45	84680.48	180821	0	24
2025.04.18	84689.06	85093.38	84262.65	84482.79	12352	0	1312
2025.04.19	84482.58	85593.16	84284.86	85210.49	11842	0	1312
2025.04.20	85205.78	85276.95	83896.66	84788.28	11870	0	1312
2025.04.21	84804.55	88411.56	84804.55	87115.77	41012	0	1312
2025.04.22	87115.46	94041.16	86972.19	92726.28	45262	0	1312
2025.04.23	92736.86	94700.66	91892.85	93739.75	47865	0	50
2025.04.24	93739.38	93793.38	91612.67	93377.96	31093	0	442
2025.04.25	93375.85	95744.19	92785.19	94784.18	34474	0	1312
2025.04.26	94790.68	95146.36	93826.55	94727.15	13360	0	1312
2025.04.27	94736.95	95270.29	93540.75	93883.96	15325	0	1312
2025.04.28	93879.37	95634.36	92721.67	94763.37	41394	0	250
2025.04.29	94770.07	95416.16	93947.39	94102.65	26329	0	6
2025.04.30	94093.46	95176.89	92845.16	94069.29	27464	0	1312
2025.05.01	94072.98	97379.56	93943.98	96320.08	25556	0	1312
2025.05.02	96331.79	97853.26	96115.86	96600.97	22268	0	1312
2025.05.03	96593.27	96861.47	95803.09	96120.55	8202	0	1312
2025.05.04	96123.98	96259.98	94672.48	94956.87	12266	0	1312
2025.05.05	94954.27	95158.49	93449.48	95003.79	23029	0	1312
2025.05.06	95003.57	96237.60	93337.10	96200.20	34583	0	0
2025.05.07	96200.20	97684.30	95730.90	97225.60	56492	0	0
2025.05.08	97225.60	104199.30	96830.30	102992.40	59918	0	0
2025.05.09	102992.40	104338.45	102305.80	102741.80	40439	0	0
2025.05.10	102741.80	104065.70	102696.65	103545.25	18893	0	0
2025.05.11	103545.25	104961.15	103305.00	103743.20	28002	0	0
2025.05.12	103751.45	105825.60	100728.10	102814.80	40845	0	0
2025.05.13	102817.80	104942.59	101414.35	104084.37	32181	0	0
2025.05.14	104084.28	104312.37	102530.48	103452.19	27670	0	1312
2025.05.15	103441.87	104147.67	101264.25	103443.85	36695	0	2
2025.05.16	103450.65	104516.36	103057.69	103459.48	26852	0	1312
2025.05.17	103457.06	103651.36	102543.09	102979.48	18969	0	1312
2025.05.18	102982.48	105992.57	102899.37	105892.65	26719	0	1312
2025.05.19	105897.38	107101.38	102034.47	105505.56	45231	0	1312
2025.05.20	105512.18	107285.25	104129.69	106712.06	35249	0	362
2025.05.21	106721.17	109793.66	106031.35	108691.36	55602	0	10
2025.05.22	108689.25	111950.45	108610.25	110967.47	50107	0	1312
2025.05.23	110975.17	111761.88	107243.48	107740.65	43334	0	1312
2025.05.24	107738.49	109433.39	106732.97	108053.59	26265	0	1312
2025.05.25	108046.17	109162.37	106493.45	109118.46	27628	0	826
2025.05.26	109115.76	110384.49	108493.36	109137.18	51165	0	49
2025.05.27	109139.56	110671.68	107443.49	108954.05	34103	0	1312
2025.05.28	108947.35	109236.28	106727.55	107341.26	25300	0	1291
2025.05.29	107342.39	108853.39	105573.56	105879.77	32999	0	140
2025.05.30	105869.18	106259.38	103649.96	103913.79	37776	0	1312
2025.05.31	103908.36	104845.36	103027.06	104566.67	23922	0	709
2025.06.01	104565.86	105690.56	103700.29	105447.89	15900	0	1312
