<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.16	5640.30	5670.20	5622.30	5665.30	0	0	0
2024.07.17	5665.30	5666.80	5582.00	5591.60	0	0	0
2024.07.18	5598.90	5614.50	5522.30	5552.30	0	0	0
2024.07.19	5554.70	5560.50	5496.10	5505.60	0	0	0
2024.07.22	5515.60	5570.30	5507.80	5560.40	0	0	0
2024.07.23	5564.00	5585.60	5543.00	5560.70	0	0	0
2024.07.24	5536.10	5539.00	5419.40	5441.00	0	0	0
2024.07.25	5441.30	5492.20	5391.30	5401.00	0	0	0
2024.07.26	5409.80	5489.10	5404.80	5460.90	0	0	0
2024.07.29	5464.10	5495.90	5443.70	5466.80	0	0	0
2024.07.30	5471.00	5490.40	5395.80	5420.60	0	0	0
2024.07.31	5429.90	5551.60	5428.40	5534.40	0	0	0
2024.08.01	5544.40	5564.00	5409.20	5428.30	0	0	0
2024.08.02	5435.80	5435.80	5299.70	5330.50	0	0	0
2024.08.05	5296.10	5314.30	5089.80	5210.90	0	0	0
2024.08.06	5229.90	5312.50	5193.50	5217.60	0	0	0
2024.08.07	5219.80	5330.90	5180.00	5181.00	0	0	0
2024.08.08	5178.70	5333.60	5154.90	5326.60	0	0	0
2024.08.09	5326.20	5360.10	5294.20	5339.20	0	0	0
2024.08.12	5348.10	5371.00	5322.70	5343.50	0	0	0
2024.08.13	5348.00	5436.40	5342.70	5428.90	0	0	0
2024.08.14	5434.80	5463.50	5414.70	5458.00	0	0	0
2024.08.15	5456.60	5546.80	5446.40	5543.50	0	0	0
2024.08.16	5545.30	5563.00	5512.60	5557.30	0	0	0
2024.08.19	5567.10	5607.70	5542.70	5602.60	0	0	0
2024.08.20	5607.40	5620.50	5584.90	5598.40	0	0	0
2024.08.21	5597.80	5633.50	5592.00	5618.30	0	0	0
2024.08.22	5619.90	5642.60	5560.80	5578.30	0	0	0
2024.08.23	5579.40	5641.90	5578.90	5633.50	0	0	0
2024.08.26	5637.00	5650.20	5601.40	5610.90	0	0	0
2024.08.27	5614.00	5631.50	5592.90	5624.60	0	0	0
2024.08.28	5627.50	5632.90	5558.60	5574.10	0	0	0
2024.08.29	5566.30	5647.40	5544.40	5600.40	0	0	0
2024.08.30	5602.00	5651.30	5581.00	5643.10	0	0	0
2024.09.02	5645.10	5653.60	5623.90	5652.10	0	0	0
2024.09.03	5655.10	5655.50	5503.90	5520.00	0	0	0
2024.09.04	5523.80	5552.50	5493.60	5514.20	0	0	0
2024.09.05	5518.70	5546.60	5479.60	5498.90	0	0	0
2024.09.06	5501.90	5523.00	5388.80	5391.30	0	0	0
2024.09.09	5402.40	5483.60	5395.90	5477.70	0	0	0
2024.09.10	5482.60	5498.00	5440.40	5488.70	0	0	0
2024.09.11	5490.30	5560.70	5406.00	5551.00	0	0	0
2024.09.12	5549.40	5601.60	5534.40	5591.20	0	0	0
2024.09.13	5593.10	5636.70	5592.80	5621.80	0	0	0
2024.09.16	5622.60	5636.40	5604.00	5629.50	0	0	0
2024.09.17	5629.40	5671.10	5613.10	5637.60	0	0	0
2024.09.18	5635.90	5691.80	5612.30	5628.00	0	0	0
2024.09.19	5633.10	5734.70	5630.60	5713.10	0	0	0
2024.09.20	5713.70	5715.50	5674.20	5699.20	0	0	0
2024.09.23	5698.10	5725.20	5685.70	5716.40	0	0	0
2024.09.24	5716.70	5736.50	5698.30	5735.80	0	0	0
2024.09.25	5735.30	5741.40	5711.50	5726.80	0	0	0
2024.09.26	5725.20	5773.10	5720.60	5746.20	0	0	0
2024.09.27	5748.50	5765.40	5725.60	5730.50	0	0	0
2024.09.30	5727.60	5765.10	5701.40	5755.00	0	0	0
2024.10.01	5753.30	5767.00	5679.80	5705.00	0	0	0
2024.10.02	5699.10	5721.10	5672.50	5720.20	0	0	0
2024.10.03	5719.30	5721.20	5675.20	5696.10	0	0	0
2024.10.04	5692.70	5754.00	5691.00	5744.80	0	0	0
2024.10.07	5755.50	5758.30	5685.70	5702.90	0	0	0
2024.10.08	5700.90	5757.50	5677.90	5751.40	0	0	0
2024.10.09	5749.00	5797.50	5731.90	5785.10	0	0	0
2024.10.10	5785.30	5795.20	5764.00	5784.70	0	0	0
2024.10.11	5783.00	5823.00	5770.10	5809.00	0	0	0
2024.10.14	5808.60	5872.60	5805.10	5866.30	0	0	0
2024.10.15	5868.30	5868.90	5804.00	5814.10	0	0	0
2024.10.16	5810.40	5847.40	5808.00	5840.30	0	0	0
2024.10.17	5839.10	5881.90	5826.80	5844.10	0	0	0
2024.10.18	5842.80	5872.60	5833.60	5865.10	0	0	0
2024.10.21	5869.10	5872.80	5823.10	5858.30	0	0	0
2024.10.22	5857.10	5863.50	5820.00	5848.60	0	0	0
2024.10.23	5843.30	5852.80	5761.80	5805.30	0	0	0
2024.10.24	5804.40	5830.00	5783.80	5811.80	0	0	0
2024.10.25	5812.50	5863.50	5798.60	5804.50	0	0	0
2024.10.28	5830.80	5847.90	5823.30	5828.70	0	0	0
2024.10.29	5828.20	5847.60	5801.80	5842.70	0	0	0
2024.10.30	5846.50	5857.30	5805.80	5813.00	0	0	0
2024.10.31	5800.60	5804.40	5700.50	5706.50	0	0	0
2024.11.01	5712.50	5773.10	5700.30	5729.30	0	0	0
2024.11.04	5718.80	5747.50	5694.90	5717.90	0	0	0
2024.11.05	5720.50	5792.80	5706.30	5789.60	0	0	0
2024.11.06	5792.10	5937.60	5786.50	5933.00	0	0	0
2024.11.07	5933.00	5984.60	5922.60	5978.50	0	0	0
2024.11.08	5974.60	6013.20	5961.00	5999.30	0	0	0
2024.11.11	6004.00	6026.30	5987.20	6003.10	0	0	0
2024.11.12	5999.30	6009.80	5959.80	5987.90	0	0	0
2024.11.13	5981.80	6008.50	5965.30	5993.60	0	0	0
2024.11.14	5990.20	5998.10	5937.40	5946.30	0	0	0
2024.11.15	5943.40	5944.00	5851.60	5874.60	0	0	0
2024.11.18	5876.00	5907.90	5861.00	5893.80	0	0	0
2024.11.19	5892.50	5923.50	5830.50	5916.00	0	0	0
2024.11.20	5916.70	5943.90	5866.70	5924.60	0	0	0
2024.11.21	5915.30	5962.60	5882.60	5945.20	0	0	0
2024.11.22	5943.10	5973.30	5920.60	5969.80	0	0	0
2024.11.25	5990.00	6020.30	5963.30	5992.80	0	0	0
2024.11.26	5998.20	6024.70	5957.30	6023.60	0	0	0
2024.11.27	6022.10	6028.00	5983.30	5998.00	0	0	0
2024.11.28	6003.90	6015.70	6001.20	6012.50	0	0	0
2024.11.29	6009.50	6044.30	6002.60	6034.80	0	0	0
2024.12.02	6036.10	6053.30	6020.50	6047.90	0	0	0
2024.12.03	6046.90	6056.00	6033.80	6055.50	0	0	0
2024.12.04	6051.20	6088.50	6050.30	6082.20	0	0	0
2024.12.05	6081.50	6094.60	6068.90	6073.00	0	0	0
2024.12.06	6070.70	6099.90	6065.40	6085.50	0	0	0
2024.12.09	6085.70	6094.60	6049.30	6051.90	0	0	0
2024.12.10	6052.40	6065.40	6029.60	6042.30	0	0	0
2024.12.11	6042.90	6093.10	6036.40	6078.40	0	0	0
2024.12.12	6078.50	6079.90	6047.50	6052.30	0	0	0
2024.12.13	6056.90	6079.00	6035.50	6043.90	0	0	0
2024.12.16	6047.40	6084.80	6047.10	6070.50	0	0	0
2024.12.17	6070.90	6074.60	6036.30	6047.10	0	0	0
2024.12.18	6034.70	6070.30	5829.00	5861.60	0	0	0
2024.12.19	5872.70	5932.50	5859.70	5871.40	0	0	0
2024.12.20	5868.50	5981.40	5796.30	5924.10	0	0	0
2024.12.23	5954.40	5977.00	5901.30	5969.70	0	0	0
2024.12.24	5974.90	6035.90	5965.10	6035.60	0	0	0
2024.12.26	6037.80	6045.50	6001.00	6030.10	0	0	0
2024.12.27	6032.40	6034.40	5926.70	5972.60	0	0	0
2024.12.30	5978.00	5978.00	5864.40	5901.40	0	0	0
2024.12.31	5898.60	5929.70	5864.00	5883.50	0	0	0
2025.01.02	5902.10	5943.10	5825.60	5870.90	0	0	0
2025.01.03	5868.10	5948.20	5861.50	5936.00	0	0	0
2025.01.06	5944.00	6020.00	5933.10	5979.90	0	0	0
2025.01.07	5984.10	5998.60	5889.40	5910.70	0	0	0
2025.01.08	5908.10	5929.90	5873.10	5912.60	0	0	0
2025.01.09	5910.10	5913.90	5886.10	5901.10	0	0	0
2025.01.10	5896.80	5918.20	5805.40	5821.40	0	0	0
2025.01.13	5816.30	5843.80	5770.20	5841.80	0	0	0
2025.01.14	5849.60	5879.40	5804.20	5852.40	0	0	0
2025.01.15	5848.40	5961.00	5840.10	5946.40	0	0	0
2025.01.16	5950.60	5977.80	5923.30	5929.80	0	0	0
2025.01.17	5932.90	6015.30	5929.80	5995.30	0	0	0
2025.01.20	5994.40	6041.30	5982.40	6019.90	0	0	0
2025.01.21	6024.80	6056.90	5959.60	6054.20	0	0	0
2025.01.22	6052.20	6100.10	6052.00	6079.80	0	0	0
2025.01.23	6082.60	6117.80	6066.20	6112.20	0	0	0
2025.01.24	6109.80	6127.50	6088.50	6096.60	0	0	0
2025.01.27	6068.30	6071.50	5914.90	6017.40	0	0	0
2025.01.28	6020.50	6073.60	5991.30	6060.50	0	0	0
2025.01.29	6058.20	6080.60	6011.70	6048.70	0	0	0
2025.01.30	6039.70	6086.40	6026.70	6062.60	0	0	0
2025.01.31	6081.80	6118.90	6029.50	6036.30	0	0	0
2025.02.03	5932.10	6033.80	5908.60	6030.10	0	0	0
2025.02.04	6033.00	6042.90	5961.00	6022.30	0	0	0
2025.02.05	6020.40	6066.40	5994.80	6062.50	0	0	0
2025.02.06	6063.50	6083.60	6045.40	6069.50	0	0	0
2025.02.07	6071.10	6100.20	6018.90	6028.00	0	0	0
2025.02.10	6015.20	6073.40	6013.70	6065.20	0	0	0
2025.02.11	6058.70	6076.30	6035.50	6068.10	0	0	0
2025.02.12	6070.10	6074.60	6063.30	6066.30	0	0	0
2025.02.18	6111.60	6131.60	6099.10	6131.10	0	0	0
2025.02.19	6130.90	6147.70	6110.90	6136.70	0	0	0
2025.02.20	6136.20	6138.90	6084.50	6120.50	0	0	0
2025.02.21	6120.00	6125.30	6008.60	6013.40	0	0	0
2025.02.23	6022.70	6036.60	6017.70	6034.30	0	0	0
2025.02.24	6034.50	6051.20	5978.00	5983.50	0	0	0
2025.02.25	5983.80	6000.50	5908.80	5970.80	0	0	0
2025.02.26	5970.50	6009.00	5931.00	5964.40	0	0	0
2025.02.27	5964.10	6000.40	5859.40	5873.80	0	0	0
2025.02.28	5873.50	5959.70	5836.70	5947.20	0	0	0
2025.03.02	5960.00	5973.50	5959.70	5963.70	0	0	0
2025.03.03	5963.90	5989.90	5811.20	5859.40	0	0	0
2025.03.04	5859.50	5872.60	5732.60	5824.50	0	0	0
2025.03.05	5824.60	5860.20	5742.80	5837.20	0	0	0
2025.03.06	5837.10	5841.80	5711.60	5757.20	133884	0	0
2025.03.07	5757.30	5783.50	5665.40	5763.20	156111	0	3
2025.03.09	5733.70	5740.20	5716.20	5720.50	5861	0	3
2025.03.10	5720.70	5750.10	5563.70	5604.40	161273	0	3
2025.03.11	5604.90	5644.70	5528.40	5585.90	187072	0	3
2025.03.12	5585.70	5668.20	5545.00	5604.30	153668	0	3
2025.03.13	5604.20	5618.10	5504.00	5547.90	165021	0	3
2025.03.14	5548.00	5645.00	5543.20	5623.70	127939	0	3
2025.03.16	5627.00	5627.40	5601.90	5604.00	5282	0	3
2025.03.17	5604.10	5703.70	5596.10	5682.60	136428	0	3
2025.03.18	5682.70	5682.80	5596.80	5617.00	133941	0	3
2025.03.19	5617.20	5716.10	5603.90	5689.90	109952	0	3
2025.03.20	5690.00	5711.60	5629.20	5664.10	124869	0	3
2025.03.21	5663.80	5672.60	5600.30	5668.20	121430	0	3
2025.03.23	5694.29	5703.17	5690.54	5691.67	2503	0	32
2025.03.24	5691.42	5773.27	5689.92	5758.92	55320	0	32
2025.03.25	5758.67	5787.25	5750.67	5780.92	51522	0	32
2025.03.26	5781.17	5787.29	5684.17	5689.42	75355	0	32
2025.03.27	5689.54	5731.62	5671.92	5693.12	104812	0	32
2025.03.28	5693.24	5701.37	5558.54	5559.42	98410	0	32
2025.03.31	5543.67	5627.93	5489.17	5613.25	151790	0	32
2025.04.01	5600.67	5651.25	5557.67	5631.87	154442	0	32
2025.04.02	5631.54	5695.59	5439.37	5485.04	160497	0	32
2025.04.03	5484.79	5521.04	5369.92	5382.79	215519	0	32
2025.04.04	5383.04	5397.17	5039.82	5065.82	217663	0	32
2025.04.06	4854.27	4900.69	4805.82	4859.14	12874	0	32
2025.04.07	4859.02	5251.44	4808.44	5109.89	274408	0	32
2025.04.08	5110.02	5270.42	4909.64	4943.54	255694	0	32
2025.04.09	4943.42	5482.42	4842.12	5482.17	253385	0	32
2025.04.10	5481.79	5491.54	5113.76	5277.42	248856	0	32
2025.04.11	5277.54	5382.31	5172.62	5362.92	271963	0	32
2025.04.13	5408.37	5410.29	5376.92	5381.54	7687	0	32
2025.04.14	5382.29	5463.50	5356.68	5381.00	212740	0	32
2025.04.15	5381.25	5450.63	5344.75	5356.38	182354	0	40
2025.04.16	5356.00	5391.38	5220.19	5278.50	204507	0	40
2025.04.17	5278.75	5341.63	5256.13	5297.88	209541	0	40
2025.04.20	5263.78	5264.70	5250.83	5257.95	3276	0	40
2025.04.21	5257.83	5274.33	5100.94	5150.88	118633	0	40
2025.04.22	5151.00	5388.00	5150.13	5387.88	152595	0	40
2025.04.23	5388.00	5469.08	5349.38	5378.25	188726	0	40
2025.04.24	5377.58	5510.82	5327.13	5501.88	146688	0	40
2025.04.25	5502.00	5535.75	5451.88	5526.13	153744	0	40
2025.04.27	5509.88	5517.50	5505.88	5507.13	2092	0	40
2025.04.28	5506.88	5552.38	5467.61	5518.38	119576	0	40
2025.04.29	5518.50	5571.82	5496.38	5547.95	139413	0	40
2025.04.30	5547.83	5615.10	5430.95	5606.48	174167	0	40
2025.05.01	5606.35	5658.68	5578.36	5588.13	136978	0	40
2025.05.02	5588.13	5700.82	5583.63	5685.13	136973	0	40
2025.05.04	5674.00	5677.88	5663.50	5665.00	2220	0	40
2025.05.05	5664.88	5684.24	5633.13	5646.63	95488	0	40
2025.05.06	5646.38	5668.83	5584.41	5652.63	128061	0	40
2025.05.07	5652.75	5661.63	5577.14	5625.63	159791	0	40
2025.05.08	5625.88	5720.28	5621.88	5666.38	132689	0	40
2025.05.09	5666.13	5692.00	5643.86	5663.88	119449	0	40
2025.05.11	5729.28	5736.78	5715.15	5720.40	4700	0	40
2025.05.12	5720.65	5855.73	5719.15	5840.58	130902	0	40
2025.05.13	5840.70	5906.83	5816.33	5884.13	90887	0	40
2025.05.14	5884.00	5906.13	5871.06	5881.63	96903	0	40
2025.05.15	5881.50	5924.59	5847.13	5911.88	99079	0	40
2025.05.16	5912.00	5958.88	5903.88	5922.50	68949	0	40
2025.05.18	5914.88	5920.63	5908.13	5919.88	3117	0	40
2025.05.19	5920.00	5968.65	5873.88	5961.58	99302	0	40
2025.05.20	5961.70	5974.58	5908.94	5930.58	90149	0	40
2025.05.21	5930.83	5940.45	5830.41	5841.83	129960	0	40
2025.05.22	5841.70	5878.17	5812.33	5838.33	127460	0	40
2025.05.23	5838.08	5857.38	5743.13	5796.88	142822	0	40
2025.05.25	5809.75	5862.88	5809.38	5845.88	6407	0	40
2025.05.26	5846.00	5881.13	5845.75	5877.38	35674	0	40
2025.05.27	5865.93	5927.48	5849.30	5926.08	70610	0	40
2025.05.28	5925.83	5939.08	5880.14	5932.78	76747	0	40
2025.05.29	5932.90	5995.53	5872.27	5900.38	144381	0	40
2025.05.30	5900.63	5922.25	5843.31	5901.63	127507	0	40
2025.06.01	5893.75	5898.13	5888.00	5890.25	1687	0	40
