<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.10.25	1.08241	1.08391	1.07930	1.07952	28699	0	0
2024.10.27	1.07937	1.08015	1.07857	1.07961	2051	0	4
2024.10.28	1.07959	1.08275	1.07819	1.08175	30128	0	0
2024.10.29	1.08175	1.08262	1.07687	1.08197	35286	0	0
2024.10.30	1.08197	1.08712	1.08081	1.08581	36935	0	0
2024.10.31	1.08580	1.08879	1.08441	1.08839	40067	0	1
2024.11.01	1.08839	1.09054	1.08318	1.08330	34288	0	0
2024.11.03	1.08755	1.08819	1.08714	1.08726	1910	0	4
2024.11.04	1.08726	1.09147	1.08698	1.08735	35199	0	1
2024.11.05	1.08735	1.09369	1.08723	1.09339	29814	0	0
2024.11.06	1.09339	1.09339	1.06825	1.07315	75377	0	3
2024.11.07	1.07315	1.08246	1.07128	1.07954	49073	0	0
2024.11.08	1.07954	1.07973	1.06868	1.07179	42901	0	0
2024.11.10	1.07080	1.07173	1.07042	1.07129	1667	0	4
2024.11.11	1.07129	1.07277	1.06286	1.06630	35528	0	0
2024.11.12	1.06630	1.06630	1.05949	1.06164	42673	0	0
2024.11.13	1.06164	1.06533	1.05556	1.05656	44820	0	0
2024.11.14	1.05657	1.05824	1.04961	1.05294	48047	0	1
2024.11.15	1.05294	1.05926	1.05163	1.05389	45070	0	3
2024.11.17	1.05300	1.05386	1.05290	1.05363	1319	0	4
2024.11.18	1.05363	1.06070	1.05303	1.05943	39386	0	1
2024.11.19	1.05944	1.06078	1.05238	1.06070	45425	0	1
2024.11.20	1.06070	1.06097	1.05068	1.05456	38150	0	0
2024.11.21	1.05456	1.05548	1.04621	1.04689	42898	0	0
2024.11.22	1.04689	1.04979	1.03313	1.04178	47782	0	0
2024.11.24	1.04799	1.05011	1.04616	1.04792	2847	0	3
2024.11.25	1.04792	1.05300	1.04426	1.04433	48674	0	0
2024.11.26	1.04437	1.05446	1.04250	1.04915	52004	0	0
2024.11.27	1.04916	1.05875	1.04743	1.05619	48132	0	0
2024.11.28	1.05619	1.05626	1.05275	1.05600	32673	0	0
2024.11.29	1.05600	1.05970	1.05414	1.05755	43474	0	1
2024.12.01	1.05700	1.05719	1.05335	1.05438	2191	0	3
2024.12.02	1.05438	1.05461	1.04606	1.05008	51554	0	2
2024.12.03	1.05005	1.05349	1.04807	1.05098	45698	0	0
2024.12.04	1.05097	1.05439	1.04722	1.05123	49540	0	3
2024.12.05	1.05123	1.05895	1.05081	1.05863	42088	0	0
2024.12.06	1.05863	1.06296	1.05421	1.05665	42049	0	0
2024.12.08	1.05557	1.05692	1.05534	1.05655	1376	0	3
2024.12.09	1.05655	1.05943	1.05321	1.05542	39022	0	0
2024.12.10	1.05541	1.05680	1.04985	1.05310	40771	0	3
2024.12.11	1.05310	1.05393	1.04801	1.05053	44679	0	0
2024.12.12	1.05053	1.05309	1.04618	1.04735	47084	0	0
2024.12.13	1.04735	1.05241	1.04532	1.05025	39478	0	0
2024.12.15	1.04841	1.05107	1.04841	1.05094	1370	0	4
2024.12.16	1.05092	1.05245	1.04745	1.05167	37041	0	0
2024.12.17	1.05167	1.05342	1.04789	1.04943	38975	0	0
2024.12.18	1.04943	1.05126	1.03428	1.03500	45319	0	0
2024.12.19	1.03504	1.04222	1.03503	1.03643	52841	0	0
2024.12.20	1.03643	1.04473	1.03430	1.04287	46357	0	0
2024.12.22	1.04257	1.04446	1.04241	1.04334	1490	0	4
2024.12.23	1.04336	1.04451	1.03842	1.04041	34110	0	0
2024.12.24	1.04041	1.04098	1.03834	1.03961	22854	0	0
2024.12.25	1.04021	1.04040	1.03955	1.03991	1325	0	0
2024.12.26	1.03990	1.04299	1.03903	1.04215	22147	0	0
2024.12.27	1.04216	1.04441	1.04050	1.04228	28509	0	0
2024.12.29	1.04251	1.04349	1.04246	1.04293	1040	0	3
2024.12.30	1.04293	1.04582	1.03715	1.04055	35053	0	0
2024.12.31	1.04055	1.04243	1.03438	1.03493	34654	0	0
2025.01.01	1.03515	1.03571	1.03462	1.03507	1805	0	4
2025.01.02	1.03507	1.03757	1.02239	1.02677	42574	0	0
2025.01.03	1.02677	1.03098	1.02645	1.03078	34109	0	0
2025.01.05	1.03018	1.03079	1.02970	1.03051	1011	0	4
2025.01.06	1.03051	1.04365	1.02955	1.03831	48782	0	0
2025.01.07	1.03831	1.04343	1.03364	1.03415	39457	0	3
2025.01.08	1.03415	1.03573	1.02732	1.03132	44622	0	0
2025.01.09	1.03132	1.03212	1.02836	1.02964	34398	0	0
2025.01.10	1.02965	1.03117	1.02128	1.02404	42839	0	0
2025.01.12	1.02310	1.02468	1.02248	1.02429	1127	0	4
2025.01.13	1.02430	1.02773	1.01772	1.02638	47019	0	1
2025.01.14	1.02637	1.03084	1.02385	1.03060	45737	0	0
2025.01.15	1.03060	1.03543	1.02579	1.02951	41867	0	0
2025.01.16	1.02950	1.03150	1.02599	1.03013	42741	0	0
2025.01.17	1.03013	1.03303	1.02651	1.02705	38817	0	0
2025.01.19	1.02731	1.02803	1.02663	1.02802	1245	0	3
2025.01.20	1.02802	1.04341	1.02778	1.04208	41866	0	0
2025.01.21	1.04209	1.04353	1.03420	1.04057	53211	0	0
2025.01.22	1.04056	1.04572	1.03999	1.04077	41783	0	0
2025.01.23	1.04077	1.04379	1.03721	1.04155	42165	0	0
2025.01.24	1.04156	1.05214	1.04116	1.04919	44347	0	0
2025.01.26	1.04751	1.04923	1.04651	1.04674	1601	0	4
2025.01.27	1.04679	1.05330	1.04277	1.04370	52803	0	1
2025.01.28	1.04370	1.04565	1.04138	1.04272	42729	0	0
2025.01.29	1.04273	1.04435	1.03822	1.04245	46193	0	0
2025.01.30	1.04245	1.04676	1.03810	1.03967	42904	0	0
2025.01.31	1.03967	1.04338	1.03496	1.03640	51021	0	0
2025.02.02	1.02509	1.02698	1.02332	1.02470	4578	0	3
2025.02.03	1.02460	1.03504	1.02111	1.03279	66137	0	0
2025.02.04	1.03279	1.03875	1.02717	1.03714	47492	0	0
2025.02.05	1.03716	1.04424	1.03697	1.03984	42682	0	0
2025.02.06	1.03985	1.04053	1.03525	1.03849	39567	0	0
2025.02.07	1.03849	1.04123	1.03051	1.03262	43196	0	1
2025.02.09	1.02966	1.03134	1.02779	1.03096	2037	0	3
2025.02.10	1.03097	1.03364	1.02983	1.03005	34593	0	0
2025.02.11	1.03006	1.03810	1.02920	1.03630	32873	0	0
2025.02.12	1.03640	1.04298	1.03170	1.03921	44211	0	0
2025.02.13	1.03922	1.04676	1.03728	1.04615	49927	0	0
2025.02.14	1.04615	1.05140	1.04470	1.04898	38537	0	0
2025.02.16	1.04845	1.04941	1.04839	1.04882	1410	0	2
2025.02.17	1.04882	1.05063	1.04670	1.04848	28038	0	0
2025.02.18	1.04848	1.04863	1.04350	1.04480	35182	0	0
2025.02.19	1.04480	1.04612	1.04006	1.04208	53949	0	0
2025.02.20	1.04206	1.05058	1.04184	1.05004	115706	0	4
2025.02.21	1.05001	1.05049	1.04491	1.04506	123404	0	4
2025.02.24	1.04738	1.05282	1.04527	1.04612	148412	0	4
2025.02.25	1.04614	1.05229	1.04562	1.05202	146715	0	4
2025.02.26	1.05201	1.05288	1.04748	1.04878	120135	0	4
2025.02.27	1.04877	1.04891	1.03883	1.03935	118508	0	4
2025.02.28	1.03938	1.04199	1.03597	1.03767	136321	0	4
2025.03.02	1.04015	1.04211	1.03981	1.04119	6576	0	4
2025.03.03	1.04121	1.05038	1.03884	1.04855	150697	0	4
2025.03.04	1.04854	1.06369	1.04709	1.06232	149975	0	4
2025.03.05	1.06234	1.07967	1.06018	1.07942	166714	0	4
2025.03.06	1.07942	1.08538	1.07654	1.07870	178081	0	4
2025.03.07	1.07869	1.08885	1.07810	1.08283	164621	0	4
2025.03.09	1.08157	1.08597	1.08071	1.08492	5170	0	4
2025.03.10	1.08494	1.08747	1.08049	1.08346	149467	0	4
2025.03.11	1.08348	1.09471	1.08348	1.09153	154187	0	4
2025.03.12	1.09152	1.09314	1.08755	1.08891	143293	0	4
2025.03.13	1.08891	1.08970	1.08223	1.08524	117847	0	4
2025.03.14	1.08526	1.09127	1.08303	1.08776	127022	0	4
2025.03.16	1.08722	1.08853	1.08722	1.08812	2988	0	4
2025.03.17	1.08814	1.09296	1.08684	1.09211	109933	0	4
2025.03.18	1.09211	1.09544	1.08924	1.09419	97822	0	2
2025.03.19	1.09420	1.09451	1.08593	1.09084	108276	0	2
2025.03.20	1.09086	1.09174	1.08147	1.08572	103557	0	2
2025.03.21	1.08572	1.08613	1.07969	1.08083	94106	0	2
2025.03.23	1.08105	1.08301	1.08105	1.08196	2874	0	2
2025.03.24	1.08195	1.08583	1.07817	1.08024	99734	0	2
2025.03.25	1.08025	1.08303	1.07768	1.07887	102296	0	2
2025.03.26	1.07886	1.08028	1.07305	1.07373	108914	0	2
2025.03.27	1.07372	1.08210	1.07354	1.07963	109021	0	2
2025.03.28	1.07966	1.08448	1.07631	1.08304	102936	0	2
2025.03.30	1.08182	1.08279	1.08142	1.08154	548	0	25
2025.03.31	1.08155	1.08495	1.07840	1.08191	120882	0	2
2025.04.01	1.08192	1.08301	1.07782	1.07938	111112	0	2
2025.04.02	1.07935	1.09245	1.07801	1.08388	124048	0	2
2025.04.03	1.08389	1.11468	1.08374	1.10643	221160	0	2
2025.04.04	1.10644	1.11077	1.09243	1.09627	257535	0	2
2025.04.06	1.08842	1.09946	1.08783	1.09823	17088	0	2
2025.04.07	1.09824	1.10500	1.09008	1.09170	294372	0	2
2025.04.08	1.09169	1.09919	1.08887	1.09681	217040	0	2
2025.04.09	1.09680	1.10952	1.09130	1.09603	300325	0	2
2025.04.10	1.09607	1.12416	1.09427	1.12344	248516	0	2
2025.04.11	1.12342	1.14739	1.12130	1.13516	298008	0	2
2025.04.13	1.13119	1.13551	1.13106	1.13339	8950	0	2
2025.04.14	1.13343	1.14247	1.12960	1.13538	199389	0	2
2025.04.15	1.13537	1.13787	1.12639	1.12957	160889	0	2
2025.04.16	1.12958	1.14126	1.12832	1.13993	186994	0	2
2025.04.17	1.13992	1.14093	1.13354	1.13640	168851	0	2
2025.04.18	1.13643	1.13978	1.13531	1.13933	182044	0	2
2025.04.20	1.13958	1.14385	1.13872	1.14329	7943	0	2
2025.04.21	1.14331	1.15734	1.14331	1.15233	149833	0	2
2025.04.22	1.15234	1.15475	1.13078	1.13372	168994	0	2
2025.04.23	1.13369	1.14400	1.13051	1.13322	188834	0	2
2025.04.24	1.13320	1.13980	1.13214	1.13865	138647	0	2
2025.04.25	1.13866	1.13888	1.13155	1.13603	126914	0	2
2025.04.27	1.13591	1.13652	1.13398	1.13498	4451	0	2
2025.04.28	1.13501	1.14249	1.13295	1.14128	120912	0	2
2025.04.29	1.14127	1.14221	1.13700	1.13918	134727	0	2
2025.04.30	1.13920	1.13995	1.13170	1.13254	146242	0	2
2025.05.01	1.13252	1.13412	1.12657	1.12951	126080	0	2
2025.05.02	1.12953	1.13810	1.12742	1.12992	151477	0	2
2025.05.04	1.12978	1.13148	1.12885	1.13057	5100	0	2
2025.05.05	1.13058	1.13650	1.12972	1.13147	116484	0	2
2025.05.06	1.13148	1.13808	1.12795	1.13426	118800	0	2
2025.05.07	1.13428	1.13784	1.12914	1.13012	138642	0	2
2025.05.08	1.13015	1.13364	1.12119	1.12320	130464	0	2
2025.05.09	1.12321	1.12930	1.11969	1.12481	98363	0	2
2025.05.11	1.11989	1.12315	1.11923	1.12252	5984	0	2
2025.05.12	1.12251	1.12428	1.10653	1.10935	154881	0	2
2025.05.13	1.10938	1.11973	1.10894	1.11973	115397	0	2
2025.05.14	1.11974	1.12658	1.11632	1.11826	128273	0	2
2025.05.15	1.11827	1.12283	1.11701	1.11920	107492	0	2
2025.05.16	1.11919	1.12197	1.11310	1.11608	100621	0	2
2025.05.18	1.11724	1.11940	1.11671	1.11901	4651	0	2
2025.05.19	1.11902	1.12883	1.11725	1.12352	109069	0	2
2025.05.20	1.12353	1.12866	1.12178	1.12807	94903	0	2
2025.05.21	1.12809	1.13628	1.12802	1.13152	120718	0	2
2025.05.22	1.13152	1.13451	1.12557	1.12863	126584	0	2
2025.05.23	1.12864	1.13757	1.12789	1.13647	113696	0	2
2025.05.25	1.13632	1.13798	1.13585	1.13740	5807	0	2
2025.05.26	1.13740	1.14189	1.13688	1.13903	103923	0	2
2025.05.27	1.13905	1.14074	1.13228	1.13365	128529	0	2
2025.05.28	1.13367	1.13456	1.12837	1.12914	122190	0	2
2025.05.29	1.12912	1.13846	1.12101	1.13707	150815	0	2
2025.05.30	1.13704	1.13899	1.13126	1.13471	132943	0	2
2025.06.01	1.13414	1.13576	1.13409	1.13550	6796	0	2
